VM 2026 – konkurranse,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
2026-06-17,Group L,Ghana,Panama,Toronto Stadium,1,1,U
2026-06-17,Group L,England,Croatia,Dallas Stadium,2,3,B
2026-06-23,Group L,England,Ghana,Boston Stadium,3,1,H
2026-06-23,Group L,Panama,Croatia,Toronto Stadium,1,2,B
2026-06-27,Group L,Panama,England,New York New Jersey Stadium,0,2,B
2026-06-27,Group L,Croatia,Ghana,Philadelphia Stadium,3,0,H
,,,,,,,
,,,,,,,
32-delsfinale / Round of 32-lag (10p for kvart rette lag),,,,,,,
1,Mexico,,,,,,
2,Korea Republic,,,,,,
3,Switzerland,,,,,,
4,Canada,,,,,,
5,Brazil,,,,,,
6,Scotland,,,,,,
7,USA,,,,,,
8,Türkiye,,,,,,
9,Germany,,,,,,
10,Ecuador,,,,,,
11,Netherlands,,,,,,
12,Sweden,,,,,,
13,Belgium,,,,,,
14,Egypt,,,,,,
15,Uruguay,,,,,,
16,Spain,,,,,,
17,France,,,,,,
18,Norway,,,,,,
19,Argentina,,,,,,
20,Austria,,,,,,
21,Portugal,,,,,,
22,Colombia,,,,,,
23,Croatia,,,,,,
24,England,,,,,,
25,Morocco,,,,,,
26,Czechia,,,,,,
27,Japan,,,,,,
28,Côte d'Ivoire,,,,,,
29,Senegal,,,,,,
30,Ghana,,,,,,
31,IR Iran,,,,,,
32,Algeria,,,,,,
,,,,,,,
Åttedelsfinalistar / Round of 16-lag (15p for kvart rette lag),,,,,,,
1,Spain,,,,,,
2,Argentina,,,,,,
3,Brazil,,,,,,
4,France,,,,,,
5,Portugal,,,,,,
6,Croatia,,,,,,
7,Morocco,,,,,,
8,Norway,,,,,,
9,Uruguay,,,,,,
10,Sweden,,,,,,
11,Switzerland,,,,,,
12,Belgium,,,,,,
13,Netherlands,,,,,,
14,Türkiye,,,,,,
15,England,,,,,,
16,Colombia,,,,,,
,,,,,,,
Kvartfinalistar (20p for kvart rette lag),,,,,,,
1,Argentina,,,,,,
2,France,,,,,,
3,Spain,,,,,,
4,Portugal,,,,,,
5,Brazil,,,,,,
6,Croatia,,,,,,
7,England,,,,,,
8,Norway,,,,,,
,,,,,,,
Semifinalistar (25p for kvart rette lag),,,,,,,
1,Spain,,,,,,
2,Argentina,,,,,,
3,Brazil,,,,,,
4,France,,,,,,
,,,,,,,
Finalistar (40p for kvart rette lag),,,,,,,
1,Spain,,,,,,
2,France,,,,,,
,,,,,,,
Vinnar (50p for kvart rette lag),,,,,,,
1,Spain,,,,,,
,,,,,,,
,,,,,,,
Bonusspørsmål,,,,,,,
Spørsmål,Tips,Poengregel,,,,,
TOPPSCORAR,Kylian Mbappe,8p per mål. Straffekonk tel ikkje,,,,,
Mestskorande lag,Spain,5p per mål. Straffekonk tel ikkje,,,,,
Mest innslupne mål / verste forsvar,Cabo Verde,5p per mål. Straffekonk tel ikkje,,,,,
Kva spelar får det første raude kortet i VM?,Harry Maguire,40p rett spelar,,,,,
Kva lag får flest raude kort?,Colombia,10p for kvart kort,,,,,
